,target_adm,SURVEYID,MATCHED_ADM,score_sort,score_partial,ADM_012,GID_2
21,burkina faso - centre - kadiogo,burk42.csv,burkina faso - centre - kadiogo,100,25157,burkina faso - centre - kadiogo,BFA.7.1_1
28,burkina faso - centre - kadiogo,burk42.csv,burkina faso - centre - kadiogo,100,25158,burkina faso - centre - kadiogo,BFA.7.1_1
0,burkina faso - est - tapoa,burk43.csv,burkina faso - est - tapoa,100,25180,burkina faso - est - tapoa,BFA.8.5_1
8,burkina faso - est - tapoa,burk43.csv,burkina faso - est - tapoa,100,25181,burkina faso - est - tapoa,BFA.8.5_1
16,burkina faso - est - tapoa,burk43.csv,burkina faso - est - tapoa,100,25182,burkina faso - est - tapoa,BFA.8.5_1
24,burkina faso - est - tapoa,burk43.csv,burkina faso - est - tapoa,100,25183,burkina faso - est - tapoa,BFA.8.5_1
32,burkina faso - est - tapoa,burk43.csv,burkina faso - est - tapoa,100,25184,burkina faso - est - tapoa,BFA.8.5_1
0,burkina faso - est - tapoa,burk44.csv,burkina faso - est - tapoa,100,25180,burkina faso - est - tapoa,BFA.8.5_1
8,burkina faso - est - tapoa,burk44.csv,burkina faso - est - tapoa,100,25181,burkina faso - est - tapoa,BFA.8.5_1
16,burkina faso - est - tapoa,burk44.csv,burkina faso - est - tapoa,100,25182,burkina faso - est - tapoa,BFA.8.5_1
24,burkina faso - est - tapoa,burk44.csv,burkina faso - est - tapoa,100,25183,burkina faso - est - tapoa,BFA.8.5_1
32,burkina faso - est - tapoa,burk44.csv,burkina faso - est - tapoa,100,25184,burkina faso - est - tapoa,BFA.8.5_1
0,burkina faso - est - tapoa,burk45.csv,burkina faso - est - tapoa,100,25180,burkina faso - est - tapoa,BFA.8.5_1
8,burkina faso - est - tapoa,burk45.csv,burkina faso - est - tapoa,100,25181,burkina faso - est - tapoa,BFA.8.5_1
16,burkina faso - est - tapoa,burk45.csv,burkina faso - est - tapoa,100,25182,burkina faso - est - tapoa,BFA.8.5_1
24,burkina faso - est - tapoa,burk45.csv,burkina faso - est - tapoa,100,25183,burkina faso - est - tapoa,BFA.8.5_1
32,burkina faso - est - tapoa,burk45.csv,burkina faso - est - tapoa,100,25184,burkina faso - est - tapoa,BFA.8.5_1
0,burkina faso - est - tapoa,burk47.csv,burkina faso - est - tapoa,100,25180,burkina faso - est - tapoa,BFA.8.5_1
8,burkina faso - est - tapoa,burk47.csv,burkina faso - est - tapoa,100,25181,burkina faso - est - tapoa,BFA.8.5_1
16,burkina faso - est - tapoa,burk47.csv,burkina faso - est - tapoa,100,25182,burkina faso - est - tapoa,BFA.8.5_1
24,burkina faso - est - tapoa,burk47.csv,burkina faso - est - tapoa,100,25183,burkina faso - est - tapoa,BFA.8.5_1
32,burkina faso - est - tapoa,burk47.csv,burkina faso - est - tapoa,100,25184,burkina faso - est - tapoa,BFA.8.5_1
0,burkina faso - sahel - oudalan,burk48.csv,burkina faso - sahel - oudalan,100,25272,burkina faso - sahel - oudalan,BFA.12.1_1
5,burkina faso - sahel - oudalan,burk48.csv,burkina faso - sahel - oudalan,100,25273,burkina faso - sahel - oudalan,BFA.12.1_1
10,burkina faso - sahel - oudalan,burk48.csv,burkina faso - sahel - oudalan,100,25274,burkina faso - sahel - oudalan,BFA.12.1_1
15,burkina faso - sahel - oudalan,burk48.csv,burkina faso - sahel - oudalan,100,25275,burkina faso - sahel - oudalan,BFA.12.1_1
20,burkina faso - sahel - oudalan,burk48.csv,burkina faso - sahel - oudalan,100,25276,burkina faso - sahel - oudalan,BFA.12.1_1
0,burkina faso - sahel - seno,burk49.csv,burkina faso - sahel - séno,98,25277,burkina faso - sahel - séno,BFA.12.2_1
6,burkina faso - sahel - seno,burk49.csv,burkina faso - sahel - séno,98,25278,burkina faso - sahel - séno,BFA.12.2_1
12,burkina faso - sahel - seno,burk49.csv,burkina faso - sahel - séno,98,25279,burkina faso - sahel - séno,BFA.12.2_1
18,burkina faso - sahel - seno,burk49.csv,burkina faso - sahel - séno,98,25280,burkina faso - sahel - séno,BFA.12.2_1
24,burkina faso - sahel - seno,burk49.csv,burkina faso - sahel - séno,98,25281,burkina faso - sahel - séno,BFA.12.2_1
0,burkina faso - sahel - soum,burk50.csv,burkina faso - sahel - soum,100,25283,burkina faso - sahel - soum,BFA.12.3_1
9,burkina faso - sahel - soum,burk50.csv,burkina faso - sahel - soum,100,25284,burkina faso - sahel - soum,BFA.12.3_1
18,burkina faso - sahel - soum,burk50.csv,burkina faso - sahel - soum,100,25285,burkina faso - sahel - soum,BFA.12.3_1
27,burkina faso - sahel - soum,burk50.csv,burkina faso - sahel - soum,100,25286,burkina faso - sahel - soum,BFA.12.3_1
36,burkina faso - sahel - soum,burk50.csv,burkina faso - sahel - soum,100,25287,burkina faso - sahel - soum,BFA.12.3_1
